document_id,shipment_id,order_id,incident_id,document_type,document_date,storage_path,file_format,language_code,extracted_text,created_at
216,95,95,,delivery_note,2025-10-07T18:54:58+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=95/216.docx,docx,en,"Synthetic delivery_note for shipment 95. Carrier, delivery status and operational notes are available for analysis.",2025-10-07T11:54:58+00:00
217,95,95,,proof_of_delivery,2025-10-07T17:54:58+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=95/217.html,html,es,"Synthetic proof_of_delivery for shipment 95. Carrier, delivery status and operational notes are available for analysis.",2025-10-07T11:54:58+00:00
218,96,96,,delivery_note,2025-03-30T21:12:51+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=96/218.docx,docx,en,"Synthetic delivery_note for shipment 96. Carrier, delivery status and operational notes are available for analysis.",2025-03-27T11:12:51+00:00
219,96,96,,proof_of_delivery,2025-03-28T05:12:51+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=96/219.pdf,pdf,it,"Synthetic proof_of_delivery for shipment 96. Carrier, delivery status and operational notes are available for analysis.",2025-03-27T11:12:51+00:00
220,97,97,,delivery_note,2025-06-11T19:06:01+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=97/220.txt,txt,de,"Synthetic delivery_note for shipment 97. Carrier, delivery status and operational notes are available for analysis.",2025-06-10T13:06:01+00:00
221,97,97,,proof_of_delivery,2025-06-13T03:06:01+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=97/221.docx,docx,en,"Synthetic proof_of_delivery for shipment 97. Carrier, delivery status and operational notes are available for analysis.",2025-06-10T13:06:01+00:00
222,98,98,,delivery_note,2025-12-05T13:18:20+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=98/222.html,html,fr,"Synthetic delivery_note for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
223,98,98,,proof_of_delivery,2025-12-08T00:18:20+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=98/223.docx,docx,it,"Synthetic proof_of_delivery for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
224,98,98,,invoice,2025-12-06T01:18:20+00:00,s3://logistics-book-lab/documents/invoice/shipment_id=98/224.pdf,pdf,en,"Synthetic invoice for shipment 98. Carrier, delivery status and operational notes are available for analysis.",2025-12-04T05:18:20+00:00
225,99,99,,delivery_note,2026-04-26T07:13:37+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=99/225.txt,txt,it,"Synthetic delivery_note for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
226,99,99,,proof_of_delivery,2026-04-23T23:13:37+00:00,s3://logistics-book-lab/documents/proof_of_delivery/shipment_id=99/226.html,html,en,"Synthetic proof_of_delivery for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
227,99,99,11,incident_email,2026-04-26T23:13:37+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=99/227.html,html,it,"Synthetic incident_email for shipment 99. Carrier, delivery status and operational notes are available for analysis.",2026-04-23T22:13:37+00:00
228,100,100,,delivery_note,2025-06-07T04:12:25+00:00,s3://logistics-book-lab/documents/delivery_note/shipment_id=100/228.docx,docx,es,"Synthetic delivery_note for shipment 100. Carrier, delivery status and operational notes are available for analysis.",2025-06-05T10:12:25+00:00
229,100,100,12,incident_email,2025-06-07T01:12:25+00:00,s3://logistics-book-lab/documents/incident_email/shipment_id=100/229.docx,docx,fr,"Synthetic incident_email for shipment 100. Carrier, delivery status and operational notes are available for analysis.",2025-06-05T10:12:25+00:00
